baseMean log2FoldChange lfcSE pvalue padj
ARHGEF4 20.4005369748303 -3.84709481923007 0.986108603413979 4.48434862999309e-06 0.000617788608501669
OLFML1 214.806926646133 1.02702881878179 0.255997809307197 4.61122930117164e-06 0.000626216304864426
MTUS2 152.016561141525 -1.93301908103389 0.498623086415259 4.64430650763176e-06 0.000626216304864426
KPNA2 220.19378997543 1.47832799413475 0.376027308778242 4.58589885992256e-06 0.000626216304864426
HIGD1C 165.388964095059 -1.06268566384588 0.266945750303183 4.88343049905075e-06 0.000646035812245283
LOC124903536 828.1300857086 -1.28261716031355 0.327007704229478 5.15496316786868e-06 0.000673042772819247
SDCBP2.AS1 90.6067609856472 -1.14851637097119 0.290791757182869 5.13870645403376e-06 0.000673042772819247
CYP2C19 10932.0311366932 -2.52534386269026 0.661531175093146 5.21208844299654e-06 0.000674455853174699
TAS2R31 12.1055389850668 -4.2998596948048 1.06166299166892 5.29487402613262e-06 0.000674455853174699
SNORD3A 6648.98578624486 1.33709287376127 0.340336705837784 5.30083945476711e-06 0.000674455853174699
LINC02160 27.7392097565426 -3.1832468028015 0.831617118399873 5.44780560423016e-06 0.000684436256289948
LINC02987 154.860889345307 -2.23349230799071 0.584883302745335 5.58963745546829e-06 0.000697866236315216
VAMP5 101.281237214629 1.7159883290868 0.444747505837492 5.70556421743056e-06 0.000707915222406167
LINC01482 81.4204926134884 -2.9242318210385 0.77561643644759 5.76864010666758e-06 0.000711323177597479
LOC105379346 40.1858807018917 -1.41022348012769 0.362355057463281 5.92680546874582e-06 0.000721913817339429
TTC9 105.806107719113 2.06224545577536 0.538689574402509 5.90808382609037e-06 0.000721913817339429
DHRS9 87.7490856077361 1.45949031687269 0.377688788724947 6.19053612435112e-06 0.000749467573454776
CLDN11 87.5164035353597 1.6918875262622 0.440862814684745 6.28957209992756e-06 0.000756870435350319
LOC124901919 36.7138714216293 -1.5978160328892 0.416678047958745 6.54185704667216e-06 0.000777857954549542
SIRPA 783.499255114867 1.20832609060423 0.312047579875093 6.52744744774183e-06 0.000777857954549542
MMP9 22.4195502952324 1.92270875195044 0.502399224862415 6.98948876236926e-06 0.000821306044218167
LOC105379011 1455.26249630404 -1.92144022019778 0.510188692156535 7.09637697551899e-06 0.000828989628438405
PHLDA3 80.7720169201962 1.43944184752409 0.379081093755674 8.33834362224864e-06 0.000951810012560222
LOC124901001 190.978611697322 -1.04233635386562 0.270260208268161 8.33520167789397e-06 0.000951810012560222
PRKAA2 422.961473868258 1.08640360127148 0.282854132006485 8.71825438652242e-06 0.00098393135381453
MMP19 56.8838077760585 1.74295466426318 0.464871181430271 8.69289592624919e-06 0.00098393135381453
ARHGEF16 85.0542837660004 1.00319313001761 0.259910666280737 8.94982916443646e-06 0.00100439206398193
CHRDL2 26.2490131119245 2.35043883527506 0.631054208858668 9.08943655379022e-06 0.00101436080781292
EEF1A1P9 62.0878447198771 -1.10195654844427 0.288867723185044 9.19651858779551e-06 0.00101846905961697
LINC02675 82.3482602897509 -1.25619599977991 0.331775449367977 9.22821885215612e-06 0.00101846905961697
PCDH17 214.421471368193 1.81658091229684 0.489159624701938 9.39298393920628e-06 0.00102532375502505
CIDEC 27.8116422171947 3.25380300926389 0.879773513559251 9.89971614901612e-06 0.00105752261921255
FAM131B.AS2 20.6361581055075 1.89417511625527 0.505047700998434 9.80100786173545e-06 0.00105752261921255
LINC01277 62.8752059056577 -1.73630358108306 0.46943723395359 9.98688338279063e-06 0.00106115948114163
OLR1 72.6516492114391 3.08924995334469 0.848909522678559 1.04264584743067e-05 0.001095724332558
FOS 68.1383531183371 1.97990874911068 0.538095386769801 1.04767394632849e-05 0.001095724332558
ATF3 83.1645632127415 1.40662901197932 0.37623606167565 1.06157327805299e-05 0.0011044785313743
RGS4 71.46723889326 2.79705387998699 0.771176830197054 1.11124950675616e-05 0.00114424330654438
LIMK1 112.76589205969 1.2663305945201 0.339476708022094 1.1805619473654e-05 0.00119105583134198
ATF7IP2 2629.46315103991 -1.14931634448074 0.307163247321271 1.1706629408393e-05 0.00119105583134198
LOC100505715 21.2888196465427 -1.37840154170563 0.369110136693083 1.1762961884911e-05 0.00119105583134198
LOC124905002 45.4726664355309 -1.26058864976061 0.338982440780492 1.21038266126133e-05 0.00121500522820886
COL1A1 2640.75918073846 3.09918838010853 0.863249618780041 1.24537271747981e-05 0.00124387827021883
LINC02606 30.3741620751908 1.53648489925098 0.41728129065996 1.25844597350475e-05 0.00124588400574026
LOC124903867 33.827991440298 -1.826494459709 0.500249896454056 1.25985467140335e-05 0.00124588400574026
LOC107986150 40.5695635387794 -2.20036830495195 0.611425883354005 1.27918874916035e-05 0.00125260168888369
LOC105379013 1588.60872763537 -1.94506559448616 0.538525497062166 1.27432787004673e-05 0.00125260168888369
CPXM1 30.9691339629776 4.43658949119709 1.23197450204518 1.29463745835862e-05 0.00126154526186204
LOC124904778 5.12122520061101 -4.59616933060099 1.40465601222169 1.3666627252905e-05 0.00132526478642733
GPX3 2714.25428770903 1.14410362122694 0.31033763679331 1.38584656141965e-05 0.00133737540632458
IL1B 38.2453143944079 1.77133366906015 0.4905762629476 1.52936143781811e-05 0.00144445272637815
KLF3.AS1 93.6038383659507 -1.44944568819472 0.400091983016545 1.53295944129039e-05 0.00144445272637815
LOC101928274 259.842939892121 -1.17000630218268 0.319431946402593 1.54807178950857e-05 0.00144719519627167
EHD4 392.626162242213 1.12013997103291 0.304048190934354 1.55035929116008e-05 0.00144719519627167
LOC124909402 78.0499540846629 -1.23748040182672 0.339014782374779 1.56615239694241e-05 0.00145405618300186
ABHD17C 49.8871041189779 1.28629727435492 0.352164154229786 1.57226739852023e-05 0.00145405618300186
S100A10 426.500895192585 1.59310822075512 0.442684887822899 1.61100768455349e-05 0.00147621511498351
CKS2 88.4585054167466 1.21875455562422 0.333555764353373 1.60940014006271e-05 0.00147621511498351
ADCY10 332.692792991557 -1.35115879362475 0.373676809737543 1.63117719156634e-05 0.00148787194423421
H3C1 40.1785740782982 1.15910071674655 0.316582828549069 1.69588358274237e-05 0.00152057676087679
LINC03027 22.7902063056328 1.93846256463814 0.539621767310017 1.69970126114365e-05 0.00152057676087679
LOC105378477 17.2065120221457 4.40169293290277 1.20723338957419 1.70359397265949e-05 0.00152057676087679
MYRF 262.596156019622 1.09144025386158 0.297522432978734 1.68923048787237e-05 0.00152057676087679
TPPP2 174.539573459767 -1.28107968138717 0.354259594307371 1.70509208268123e-05 0.00152057676087679
UFL1.AS1 442.801481074518 -1.02275594139943 0.278783085965003 1.77244197814751e-05 0.00156665048475552
LOC124902139 115.401308566744 -1.18561370247134 0.327821744589798 1.82149292320413e-05 0.00160291377241963
CCNJ 104.229413953143 1.03360827305968 0.28175506962554 1.84321564038068e-05 0.00160786356472683
GSDME 128.275961361704 1.32506342597065 0.368900957608936 1.8986397632628e-05 0.00162082170559562
LINC02175 39.0663605305488 -1.07851461291197 0.2957168406353 1.89615307323728e-05 0.00162082170559562
CCL2 169.43830841634 2.14588544708472 0.611876933063079 1.87547886913296e-05 0.00162082170559562
FSTL3 242.688594404532 2.32926458476806 0.66545195579802 1.88611985006628e-05 0.00162082170559562
TAGLN2 910.737247035829 1.27211773314666 0.353537150995832 1.9246950149986e-05 0.00162914015337339
LOC105373903 143.453071186509 -1.62425009057516 0.461085354820028 1.95460206073616e-05 0.00164747387195213
ZNF703 25.7762556289553 2.36853120061772 0.674133002779878 2.00108712356127e-05 0.00167272600903606
LOC124902950 39.9028071609941 -1.42897278907303 0.401328066190282 2.02107213967479e-05 0.00167522560423833
CYP2B7P 1357.39365595636 -1.35827993160738 0.382888570210235 2.01592029452778e-05 0.00167522560423833
SPSB1 298.925837383706 1.55724082201806 0.440684447132595 2.08730284992534e-05 0.00169495779390685
NRIP3 12.5816253903989 2.44945843518386 0.685874560240898 2.07355762146432e-05 0.00169495779390685
EMILIN2 127.57573917028 1.79053170897339 0.509611226364296 2.06641488847589e-05 0.00169495779390685
CADM2 31.5747241808684 -1.48109748822168 0.420451628908689 2.24046649977364e-05 0.00180465962901122
TNFRSF10C 46.9113657505938 1.26922614891294 0.356444216986479 2.28341112950048e-05 0.0018064920416212
GDF15 52.7499782964971 2.26537579510463 0.656390785645046 2.28527596100625e-05 0.0018064920416212
EDA2R 69.2820721298991 1.92771855834553 0.55388360044065 2.26809346844388e-05 0.0018064920416212
LOC105374498 4.70257743135554 -4.48756879538693 1.4141453584269 2.387446719804e-05 0.00186295451854706
S1PR3 190.631186736601 1.33609273768662 0.379929855831745 2.43872380945619e-05 0.00188092458755587
SPRING1 368.197896905741 1.19287395956149 0.336432611005026 2.43569422202418e-05 0.00188092458755587
LOC105375781 10.0229899729403 -2.55233183367841 0.734083261550189 2.44863247003396e-05 0.00188130316236148
MRAS 220.830026841167 1.26231845157008 0.358198864869411 2.48884350723713e-05 0.00189107859984555
LOC105374534 32.356450259327 -1.43157044085778 0.409092614022756 2.51800035406499e-05 0.00190528693457584
LOC124903332 1258.61899814663 -1.01490976468984 0.284321450878705 2.56839006031608e-05 0.0019144089494356
PLBD2 394.450464909029 1.05288141487415 0.295564335485655 2.60316189059311e-05 0.0019331138262635
JUN 247.754100885316 1.07869726794593 0.303937604947082 2.68937187880963e-05 0.00196083136365264
SLITRK6 59.2899996547163 -1.28315496131603 0.367848515460662 2.68750990961544e-05 0.00196083136365264
LOC124907972 53.1118148535862 -1.82093235674122 0.534507931228806 2.86782927280414e-05 0.0020533246434959
F2RL1 251.510532763938 1.60209691956624 0.465528629146385 2.8505262107062e-05 0.0020533246434959
IFI30 1023.33175696237 1.10745294585988 0.314690853698065 2.86350117098845e-05 0.0020533246434959
GATD3 66.671291640519 3.20124881998756 0.959548878255247 2.88666723787745e-05 0.00205943088370857
PGF 36.6163255137755 1.79789767103068 0.525512685909725 2.95279574725896e-05 0.00209911202303363
LINC02937 127.964285787787 -1.06928669437607 0.304738986382886 3.03021677507058e-05 0.00213892615896855
SLC1A3 236.59798081479 1.75890982937556 0.517045109289266 3.0859695225341e-05 0.00217061011204723
LOC124900291 13.3709470890382 -2.31050448814037 0.682337601921653 3.15643781256093e-05 0.00217531645663219
LOC105370276 44.2704384677919 -1.4003284012346 0.407904494431488 3.157998460269e-05 0.00217531645663219
PDE4A 47.9212902675123 1.4421960572107 0.420483617038646 3.23168472928079e-05 0.00221264541436063
MLLT11 27.817259539393 1.32410033591559 0.382267010070282 3.2594273072652e-05 0.00221463673094998
TIMP1 2658.50077880234 2.45063438545287 0.73598360920913 3.3345181778541e-05 0.00225797746172249
PTCHD4 272.17639461929 1.18409821832339 0.343030070170123 3.43199364841414e-05 0.00231613192975408
CLEC5A 32.8099459639461 2.87763138588626 0.867344277407901 3.54085643695119e-05 0.00238155381092717
TREM1 18.9778551397299 2.50074757124508 0.747122387757713 3.63316143075445e-05 0.00242729206490806
ASB4 295.69419725401 -1.51650752596372 0.451011457998393 3.6621824426256e-05 0.0024385252157963
EPHB2 62.0785273817495 2.00751409120584 0.60632335562136 4.00619808356309e-05 0.00260128502579479
NPIPB15 113.006828106895 -3.09695267733691 0.959983403502751 4.01144453178043e-05 0.00260128502579479
MYH3 129.047563714006 -1.12925681528982 0.331108778666922 4.02381394158284e-05 0.00260128502579479
EGR2 19.0406305747294 2.09037058531237 0.625908691113754 4.12023597897919e-05 0.00263800749731053
SNORA63 811.039696169933 1.43970625627255 0.42771853426945 4.17287927831394e-05 0.00266317688382107
COL28A1 95.600460337815 -1.20554692387549 0.356693495046339 4.19689284178828e-05 0.00266997233782047
TAS2R19 11.2887924355903 -3.01782403687392 0.913500680549372 4.22940865618285e-05 0.00268124061420758
SELENON 551.75053933807 1.26436199554534 0.37484322315877 4.28881078366079e-05 0.00270262726228416
LINC02747 37.9579024583694 4.23901555594155 1.33282665749472 4.62972686327752e-05 0.00287215601928049
THY1 381.672180264338 2.96356996548077 0.931291758086822 4.83619355361945e-05 0.00298172229713278
GASK1B.AS1 62.5205315884315 1.36528404470982 0.41173465806536 4.86064543757522e-05 0.00298757702341547
WIPF3 33.0260560043248 1.67908051677125 0.512084090515659 5.03438770369992e-05 0.00308487511561686
LINC02899 14.5175479668344 -3.19537087750988 0.99269703121096 5.06048851130682e-05 0.00309138588690719
MARCKSL1 259.461215391679 1.26092854614859 0.380120741081258 5.19531497370491e-05 0.0031544562892015
CTSLP2 21.3950443259363 -1.48010359478677 0.449159314247199 5.1893089382606e-05 0.0031544562892015
LOC100288175 9.10782601913889 2.36566012574293 0.704646111452288 5.29099150041944e-05 0.00319529336155019
NTRK3 44.0836308213119 -1.96461090320277 0.61114463595543 5.39237066754018e-05 0.00323477466831179
LOC107985138 17.2823661286074 -1.75838667030023 0.544049420328517 5.42338817716527e-05 0.00324364078524112
SLC25A33 163.354688524071 1.12705018784652 0.338033130552313 5.46746343282994e-05 0.00325053718851818
E2F5 46.0487561055624 1.19130634846061 0.358666851900544 5.57350660341732e-05 0.00330374978961022
TP53I3 199.763581791319 1.92532531907044 0.602684500646944 5.90370909626338e-05 0.00342655948467279
CD80 42.9452004944806 1.01239960465019 0.300998171308985 5.91513125367857e-05 0.00342655948467279
PLAC9 27.7929110450606 2.09045487172784 0.653189978874505 5.96644625458872e-05 0.00342689287956974
TMEM132E 36.3850888867851 1.50625708857905 0.464168589155542 5.93828872065162e-05 0.00342689287956974
LOC105378593 43.5870289421854 -1.11815463790073 0.339008203706559 6.08658583162687e-05 0.0034838291854607
LOC101929643 24.3795203828942 -1.50996191806278 0.467403451220981 6.18600748737065e-05 0.00353061958764903
LINC02532 990.043558607438 -1.07780877401757 0.326801295890707 6.22236490519592e-05 0.00353699580242289
LGALS9 185.268181257007 1.16879650555156 0.355608842435355 6.23259172233109e-05 0.00353699580242289
COL1A2 3400.40800433538 2.32345262348003 0.739552841571676 6.27570890222647e-05 0.00355137566659705
GJA1P1 9.67894711674889 -1.924466307953 0.59338910058443 6.36892876909454e-05 0.0035939469234868
CABYR 21.6054677864667 2.5206400358713 0.799537337517927 6.77514549775526e-05 0.00375945295730998
CRP 8625.59330213894 1.96020013736738 0.61631864396823 6.85972338652678e-05 0.00378672030386553
ADCY1 3673.6889522929 -1.13728290179217 0.349566009498454 6.89466608324342e-05 0.00379415563853638
HK2 68.9604155189711 1.04749621118821 0.318247796028729 7.04390544952829e-05 0.00384970029125108
LOC105378120 214.006296248136 -1.15332594976252 0.355782953815673 7.07268725915671e-05 0.00384970029125108
AKR1B1 265.840724238643 1.77080828911468 0.562533662015887 7.06298284774954e-05 0.00384970029125108
DTNA 301.430370998805 1.81120549811355 0.578189161113171 7.30653076950354e-05 0.00394473672031358
NRXN1 23.2783407577423 -3.32512498532813 1.08096943821217 7.53342866419924e-05 0.00403452469158295
MX2 130.104351909734 1.02754294951186 0.31512215628785 7.7898816007453e-05 0.00413858177809809
SNORA80A 13.3680935555849 2.11141004731227 0.67367198379902 8.23066057439305e-05 0.00429283748391842
LHFPL2 402.780842929726 1.25961148345642 0.396747537263326 8.32288184225377e-05 0.0043296324916891
RRS1.DT 235.727855810078 -1.08546415422622 0.338437289424222 8.50041045714894e-05 0.00437639688896926
LUM 3065.78410547706 2.2995703354608 0.755342814405452 8.49089176896754e-05 0.00437639688896926
MTMR11 79.2622491891387 1.23094261258936 0.387786400698544 8.70415865393459e-05 0.00445758758482859
LINC01876 31.5101257930357 -1.66800500165217 0.535401798717387 8.6849312102126e-05 0.00445758758482859
RPL7AP34 185.840843812072 -1.59392806626113 0.516410823825534 8.79199793963989e-05 0.00445758758482859
NECAB2 214.783489912045 -1.43472912440803 0.460990953041265 8.77867606533164e-05 0.00445758758482859
HAVCR2 213.226250302891 1.07594575835266 0.33666295080376 9.16732958061764e-05 0.0046127600932599
LOC124903835 34.5032342961002 -1.04185545911282 0.324900164639431 9.31434473893445e-05 0.00462844155484961
FCGR1A 23.9033147965065 2.10779480065441 0.68653026880416 9.29414199231694e-05 0.00462844155484961
LINC00402 50.4036212687766 -1.79165698069485 0.587188961495849 9.36911582223632e-05 0.0046326103382424
